"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","condition","shape","image_path","surprisal","n_sides","text_response","word_count"
"","","","","","survey-text","13","2.0.0","249792","pnlkyulorh5","Beaver","15391","","{""image_description"":""I see the resemblance of a lamp. ""}","study","42","stimuli/42.jpg","6766.43","11","I see the resemblance of a lamp. ","8"
"","","","","","survey-text","14","2.0.0","271403","pnlkyulorh5","Beaver","21107","","{""image_description"":""I see a baseball field shape. ""}","study","11","stimuli/11.jpg","6580.42","5","I see a baseball field shape. ","7"
"","","","","","survey-text","15","2.0.0","294311","pnlkyulorh5","Beaver","22401","","{""image_description"":""I see a puppet formation with a mouth and ears. ""}","study","152","stimuli/152.jpg","7144.83","33","I see a puppet formation with a mouth and ears. ","11"
"","","","","","survey-text","16","2.0.0","327642","pnlkyulorh5","Beaver","32826","","{""image_description"":""I see an airforce plane used in combat. ""}","study","40","stimuli/40.jpg","6690.54","10","I see an airforce plane used in combat. ","9"
"","","","","","survey-text","17","2.0.0","387659","pnlkyulorh5","Beaver","59508","","{""image_description"":""I see a needle sticking out of a combination between a triangle and rectangle put together. ""}","study","90","stimuli/90.jpg","6873.09","20","I see a needle sticking out of a combination between a triangle and rectangle put together. ","17"
"","","","","","survey-text","18","2.0.0","401138","pnlkyulorh5","Beaver","12969","","{""image_description"":""I see a bird flying. ""}","study","75","stimuli/75.jpg","6817.48","17","I see a bird flying. ","6"
"","","","","","survey-text","19","2.0.0","421713","pnlkyulorh5","Beaver","20069","","{""image_description"":""I see a combination of triangles put together. ""}","study","78","stimuli/78.jpg","6840.04","18","I see a combination of triangles put together. ","9"
"","","","","","survey-text","20","2.0.0","458779","pnlkyulorh5","Beaver","36551","","{""image_description"":""I see a type of swan figure. ""}","study","84","stimuli/84.jpg","6959.66","19","I see a type of swan figure. ","8"
"","","","","","survey-text","21","2.0.0","485027","pnlkyulorh5","Beaver","25743","","{""image_description"":""I see a mix between triangles attached to a square. ""}","study","104","stimuli/104.jpg","6941.74","23","I see a mix between triangles attached to a square. ","11"
"","","","","","survey-text","22","2.0.0","546300","pnlkyulorh5","Beaver","60761","","{""image_description"":""I see a mix between triangles and rectangles. ""}","study","112","stimuli/112.jpg","6989.4","25","I see a mix between triangles and rectangles. ","9"
"","","","","","survey-text","23","2.0.0","582292","pnlkyulorh5","Beaver","35483","","{""image_description"":""I see a formation of triangles and rectangles. ""}","study","55","stimuli/55.jpg","6800","13","I see a formation of triangles and rectangles. ","9"
"","","","","","survey-text","24","2.0.0","596162","pnlkyulorh5","Beaver","13351","","{""image_description"":""I see a paper that has been torn. ""}","study","111","stimuli/111.jpg","7024.76","25","I see a paper that has been torn. ","9"
"","","","","","survey-text","25","2.0.0","693453","pnlkyulorh5","Beaver","96779","","{""Q0"":""It was an experiment that was trying to find out if an individual can compare shapes and formations with familiar objects. "",""Q1"":""N/A"",""Q2"":""Yes"",""Q3"":""Please use more intricate shapes that can give a better resemblance of objects. ""}","","","","","","",""
"","","","","","html-keyboard-response","26","2.0.0","698514","pnlkyulorh5","Beaver","5057","<p style=""width:900px;"">Congratulations! You have completed the visual complexity experiment. You received visual stimuli of varying complexity and was asked to describe them. We are collecting data to show the relationship between complex objects and events in the real world and their representations in the mind. We want to know if there is an inverted U-shaped relationship between the two, meaning the length of the descriptions of the stimuli would increase as their complexity increases, hit a plateau point of maximum of description length where they would then begin the decrease as the stimuli gets increasingly complex still. Thanks for participating!</p>"," ","","","","","","",""
"true","","","","","fullscreen","27","null","699521","pnlkyulorh5","Beaver","null","","","","","","","","",""
